# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
MIR12123	chr8	79332188	79332274	+	87	0	0	0	0	0	0	0	0	0	0	0	0
MIR9903	chr8	98393645	98393738	-	94	0	0	0	0	0	0	0	0	1	0	0	1
MIR10400	chr8	144462485	144462539	-	55	0	0	0	0	0	0	0	0	0	0	0	0
OR5J2	chr11	56176618	56177556	+	939	0	0	0	0	0	0	0	0	0	0	0	0
OR5B17	chr11	58358124	58359069	-	946	0	0	0	0	0	0	0	0	0	0	0	0
MIR12117	chr9	33108692	33108765	+	74	0	0	0	0	0	0	0	0	0	0	0	0
MIR12126	chr9	130241387	130241488	+	102	0	0	0	1	0	0	1	0	2	0	0	0
MIR320D2	chrX	140926161	140926231	-	71	0	1	0	0	0	0	0	0	0	0	0	0
MIR12129	chrX	153335462	153335537	+	76	0	0	0	0	0	0	0	0	0	0	0	0
MIR9985	chrY	4606120	4606228	+	109	0	0	0	0	0	0	0	0	0	0	0	0
MIR12120	chrY	13479177	13479266	+	90	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2B	chr5	156850295	156852528	+	2234	0	0	0	0	0	0	0	0	0	0	0	1
RASL11A	chr13;chr13	27270830;27271177	27275188;27275188	+;+	4359	13	21	17	16	3	3	20	7	25	20	12	36
ZFC3H1	chr12	71609601	71663848	-	54248	1477	1376	1149	1132	1478	1087	1633	802	1470	1326	1425	1515
TCEAL5	chrX	103273691	103276750	-	3060	84	365	81	41	61	56	97	131	267	109	131	158
OR13D1	chr9	104694422	104695462	+	1041	0	0	0	0	0	0	0	0	0	0	0	0
OR13C8	chr9	104569168	104570130	+	963	0	0	0	0	0	0	0	0	0	0	0	0
OR2V2	chr5	181154943	181155890	+	948	0	0	0	0	0	0	0	0	0	0	0	0
MS4A10	chr11	60785333	60801305	+	15973	0	0	0	0	0	0	0	0	0	0	0	0
OR10P1	chr12	55636892	55637833	+	942	0	0	0	0	0	0	0	0	0	0	0	0
YY2	chrX	21855987	21858735	+	2749	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	chr7	123655866	123664287	+	8422	0	0	0	0	1	0	0	0	0	0	0	0
GTF2H5	chr6	158168350	158199344	+	30995	176	246	118	110	92	123	209	144	448	176	174	191
LOC102724488	chr10;chr10;chr10;chr10;chr10	47744717;47744717;47744717;47744717;47744717	47763592;47763592;47763592;47763592;47763592	-;-;-;-;-	18876	0	0	0	0	0	0	0	0	0	0	0	0
OR10A4	chr11	6876625	6877619	+	995	0	0	0	0	0	0	0	1	0	0	0	0
PAGE2	chrX	55089018	55092842	+	3825	0	0	0	0	0	1	0	0	2	1	0	1
OTUD6A	chrX	70062457	70064179	+	1723	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R3C	chrX	27460207	27463341	-	3135	0	0	0	0	0	0	0	0	0	0	0	0
ERVFRD-1	chr6	11102489	11111725	-	9237	0	3	2	1	0	1	0	1	1	1	3	2
DUOXA2	chr15	45114326	45118421	+	4096	0	0	0	0	0	0	0	0	0	0	0	2
LCNL1	chr9	136982993	136985758	+	2766	233	298	206	163	144	162	510	147	190	263	376	342
VILL	chr3;chr3;chr3;chr3;chr3	37993587;37994138;37994138;37994138;37994138	38007185;38007185;38007185;38007185;38007185	+;+;+;+;+	13599	141	262	78	92	93	83	137	109	181	154	154	160
BCDIN3D	chr12	49836043	49843106	-	7064	45	42	38	51	35	39	53	28	63	58	29	68
C17orf64	chr17	60422489	60431426	+	8938	0	2	0	1	1	0	1	2	2	0	1	0
BAGE4	chr21	10413532	10491615	+	78084	0	0	0	0	0	0	0	0	0	0	0	0
SELENOI	chr2;chr2	26346143;26346143	26395885;26395885	+;+	49743	623	1023	778	544	261	475	605	426	1442	927	712	952
TCP10	chr6;chr6;chr6;chr6	167373090;167373090;167373090;167373090	167384510;167384510;167384510;167384510	-;-;-;-	11421	0	1	0	0	0	0	1	0	0	0	0	0
MIR205	chr1	209432133	209432242	+	110	0	0	0	0	0	0	0	0	0	0	0	0
MIR203A	chr14	104117405	104117514	+	110	0	0	0	0	0	0	0	0	0	0	0	0
MIR300	chr14	101041363	101041444	+	82	1	3	0	1	2	2	2	3	7	4	4	3
MIR192	chr11	64891137	64891246	-	110	0	0	0	0	0	0	0	0	0	0	0	0
STXBP4	chr17	54968765	55173632	+	204868	486	476	398	435	217	234	503	206	489	456	286	448
NAALADL2	chr3	174859334	175810548	+	951215	755	706	253	385	481	235	653	396	893	458	787	645
GFRAL	chr6	55327469	55402493	+	75025	1	5	1	1	8	3	0	4	5	2	2	3
CMTM4	chr16;chr16	66614750;66614750	66696743;66696743	-;-	81994	2182	2768	2118	2194	1579	1727	2075	1324	2165	1874	1822	2030
SLC2A7	chr1	9003300	9026345	-	23046	1	0	0	1	0	0	1	0	0	0	0	1
KRT28	chr17	40792196	40799959	-	7764	0	0	0	0	0	0	0	0	0	0	0	0
GJC3	chr7	99923266	99929620	-	6355	1	0	1	1	0	2	8	1	1	0	2	0
KRT27	chr17	40776808	40782550	-	5743	0	0	0	0	0	0	0	0	0	0	0	0
PKD1L3	chr16	71929538	71999978	-	70441	20	36	34	34	30	51	29	33	11	31	37	46
FBXO27	chr19	39024021	39032549	-	8529	143	283	135	136	145	204	169	190	190	141	179	243
RNF113B	chr13	98175785	98177269	-	1485	0	0	0	0	0	0	0	0	0	0	0	0
STT3B	chr3	31532925	31637616	+	104692	851	992	1024	916	377	529	910	445	1405	1061	759	1044
GPR180	chr13	94601857	94634661	+	32805	350	417	392	343	184	254	290	192	718	483	361	405
ZACN	chr17	76079182	76082806	+	3625	1	6	1	1	0	7	3	5	0	4	2	0
ARL5B	chr10	18659431	18681639	+	22209	210	267	283	317	130	172	216	135	456	323	258	323
NXPH1	chr7	8433609	8752961	+	319353	1932	3273	1662	2007	1082	1595	1917	1253	3212	2529	1300	3165
FAM9C	chrX	13035617	13044620	-	9004	0	0	0	0	0	0	0	0	1	1	1	0
ELFN1	chr7	1688119	1747945	+	59827	112	274	105	177	125	174	132	105	102	183	183	200
ZNF324B	chr19	58451622	58457833	+	6212	136	236	143	98	87	110	163	127	182	117	142	187
CRTC2	chr1	153947676	153958612	-	10937	220	390	228	208	159	137	222	181	240	279	317	352
KRTAP19-1	chr21	30479706	30480367	-	662	0	0	0	0	0	0	0	0	0	0	0	0
FDCSP	chr4	70226124	70235251	+	9128	0	0	0	0	0	0	0	0	0	0	0	0
PSG8	chr19;chr19;chr19	42752686;42752686;42754233	42765678;42765678;42765678	-;-;-	12993	0	0	0	0	0	0	1	0	1	0	0	0
FOXD4	chr9	116231	118417	-	2187	20	31	22	15	7	6	14	10	16	12	18	10
TMSB10	chr2	84905656	84906671	+	1016	609	1501	645	577	223	319	871	744	1774	832	728	1051
OR52W1	chr11	6199224	6200186	+	963	0	0	0	0	0	0	0	0	0	0	0	0
CYP3A7-CYP3A51P	chr7	99684677	99735196	-	50520	1	5	1	1	5	4	2	2	0	1	0	3
METTL2A	chr17	62423885	62450093	+	26209	144	236	115	120	128	127	155	148	251	168	195	192
FARP2	chr2;chr2;chr2	241356285;241356285;241356285	241494841;241466028;241466028	+;+;+	138557	1377	1947	799	827	905	839	1299	842	1239	1512	1349	1440
PAPLN	chr14;chr14;chr14;chr14;chr14	73237506;73237506;73237506;73239773;73239773	73274622;73274622;73274622;73274622;73274622	+;+;+;+;+	37117	1042	1421	230	1484	989	363	1463	1262	773	270	1415	1776
KIF7	chr15	89627977	89655467	-	27491	199	398	107	163	165	164	267	209	196	196	235	302
RXFP4	chr1	155941689	155942834	+	1146	0	0	0	1	0	0	0	0	0	1	0	0
H1-7	chr12	48328980	48330279	+	1300	1	2	1	0	6	0	1	2	1	0	4	0
ZNF71-SMIM17	chr19;chr19	56595302;56595302	56657247;56657247	+;+	61946	402	544	265	338	375	357	474	319	359	385	474	488
DEFB133	chr6	49946101	49949444	-	3344	0	0	0	0	0	0	0	0	0	0	0	0
SRMS	chr20	63539924	63547504	-	7581	0	0	0	0	0	0	0	0	0	0	0	0
CT45A7	chrX;chrX;chrX	135777425;135794687;135829229	135785274;135802548;135837079	-;-;-	23563	0	0	0	0	0	0	0	0	0	0	0	0
TMED7	chr5	115613210	115626036	-	12827	0	0	0	0	0	0	0	0	0	0	0	0
KCNK18	chr10	117197489	117210299	+	12811	0	1	1	0	1	0	0	0	4	1	2	0
UBXN2A	chr2	23940463	24004909	+	64447	337	517	429	500	246	365	351	346	338	460	367	506
ZNRF4	chr19	5455417	5456856	+	1440	3	1	0	0	1	0	0	0	0	0	0	0
PIGM	chr1	160024953	160031990	-	7038	98	131	145	121	55	46	115	64	155	87	92	122
LNCRNA-ATB	chr14	19126530	19128974	+	2445	0	0	3	1	0	2	0	1	1	1	0	6
TDRG1	chr6;chr6;chr6	40378337;40378337;40378337	40379893;40379893;40379893	+;+;+	1557	1	2	0	1	0	10	0	2	1	1	1	1
C10orf55	chr10;chr10	73909969;73909969	73922777;73922777	-;-	12809	0	0	1	1	0	1	2	1	1	0	1	0
FAM218A	chr4	164956948	164959131	+	2184	27	28	15	23	15	19	22	16	40	21	32	25
BIRC8	chr19	53289601	53291434	-	1834	0	0	0	0	0	0	0	0	0	0	0	0
COMMD4P2	chr15	74097113	74100206	-	3094	1	2	0	1	0	0	5	1	1	1	2	2
PPIG	chr2	169584351	169641405	+	57055	919	1566	836	692	734	621	1016	772	1765	1100	1059	1101
KIF24	chr9	34252380	34329268	-	76889	80	139	58	72	63	56	109	87	103	83	124	120
C12orf60	chr12	14803670	14824415	+	20746	23	29	20	22	14	11	28	18	24	12	18	24
PRR20A	chr13;chr13;chr13;chr13;chr13	57140918;57147488;57154061;57160632;57167197	57143939;57150509;57157082;57163653;57170218	+;+;+;+;+	15110	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN1	chr19	58034025	58054631	+	20607	64	120	20	8	55	19	82	87	111	27	49	44
FAM169B	chr15	98437162	98514336	-	77175	17	33	26	15	16	13	1	18	14	19	28	35
BCL9L	chr11	118893875	118910542	-	16668	576	975	493	636	507	426	551	479	645	620	530	808
LHFPL5	chr6	35805352	35824069	+	18718	146	226	83	63	104	116	156	138	144	139	125	138
BAGE5	chr13_KN538372v1_fix	76210	170143	+	93934	0	0	0	0	0	0	0	0	0	0	0	0
BAGE2	chr21	10413532	10491615	+	78084	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-11	chr21	44646414	44647649	+	1236	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-1	chr21	44538981	44540195	-	1215	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-7	chr21	44600597	44602174	+	1578	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-6	chr21	44591268	44592505	-	1238	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-4	chr21	44573729	44575371	+	1643	0	0	0	0	0	0	0	0	0	0	0	0
KLB	chr4	39406930	39451533	+	44604	0	2	3	1	3	0	5	10	4	4	1	9
SLC10A6	chr4	86823468	86849384	-	25917	12	15	6	15	10	7	13	9	13	6	29	19
ARSK	chr5	95555101	95605102	+	50002	108	126	148	103	64	64	131	61	142	121	96	141
TMEM65	chr8	124310918	124372699	-	61782	486	656	747	591	239	367	561	385	1049	654	461	738
UTS2B	chr3	191267168	191330536	-	63369	3	8	1	5	5	4	7	2	5	3	2	11
POLN	chr4	2071918	2242121	-	170204	1081	1870	1357	1040	811	1533	953	655	944	1588	934	1685
RSBN1L	chr7	77696459	77783022	+	86564	808	1099	1094	861	557	739	888	741	1137	989	806	1056
DDX53	chrX	22999960	23003589	+	3630	0	0	0	0	0	0	0	0	0	0	0	0
GLT6D1	chr9	135623648	135639540	-	15893	0	0	0	0	0	0	0	0	0	1	0	2
SLC27A1	chr19	17470524	17506168	+	35645	1136	1622	769	909	1100	708	1188	955	930	1022	1218	1355
H1-6	chr6	26107412	26108136	-	725	3	2	10	12	0	2	5	1	2	4	7	10
GJB7	chr6	87282980	87329278	-	46299	2	10	1	0	2	1	2	8	2	2	3	5
DGAT2L6	chrX	70177483	70205704	+	28222	1	1	1	0	1	0	1	2	1	0	1	2
LCE1B	chr1	152811971	152813108	+	1138	0	0	0	0	0	0	0	0	0	0	0	0
LCE1A	chr1	152827473	152828097	+	625	0	0	0	0	0	0	0	0	0	0	0	0
MRPL54	chr19	3762682	3767565	+	4884	50	133	38	38	23	24	62	54	144	44	57	64
SYT10	chr12	33374238	33439819	-	65582	60	61	53	20	49	37	115	53	76	61	71	31
POLR1A	chr2	86020216	86105886	-	85671	999	2001	936	827	1004	937	993	1098	1741	1196	1233	1406
AMN	chr14	102922656	102930842	+	8187	9	15	8	8	8	16	4	8	6	19	8	13
USP51	chrX	55484616	55489198	-	4583	37	49	11	18	11	14	36	30	75	29	39	34
H3C11	chr6	27871845	27872321	-	477	1	1	2	5	1	0	3	0	4	3	1	13
LINC01720	chr1	190624890	190801658	+	176769	1	2	0	0	0	2	0	1	1	1	0	1
PCBP1	chr2	70087477	70089202	+	1726	423	923	540	495	208	245	472	390	996	557	384	659
CLEC18C	chr16	70173787	70186895	+	13109	5	3	6	7	2	6	5	9	3	12	6	11
LOC107985946	chr2	135740829	135742644	-	1816	3	2	0	1	3	1	2	3	0	0	0	3
AQP9	chr15;chr15;chr15	58138169;58138381;58138381	58185911;58185911;58185911	+;+;+	47743	8	12	16	24	5	7	89	2	12	24	15	32
STRN	chr2	36837698	36966536	-	128839	1058	1591	1186	982	843	779	1198	989	2055	1362	1422	1434
TRIM11	chr1	228393676	228406835	-	13160	365	733	328	265	336	444	443	373	435	518	435	582
EID2B	chr19	39530988	39532852	-	1865	48	127	40	34	40	39	48	73	137	70	55	44
CTAGE6	chr7;chr7_KZ208913v1_alt;chr7_KZ208912v1_fix	143755089;138031;299410	143757696;140645;302017	-;+;-	7831	0	0	0	0	0	0	0	0	0	0	0	0
CDYL2	chr16	80597907	80804598	-	206692	2351	3013	2243	1948	1323	1876	2249	1598	2380	2508	2069	2797
ZG16	chr16	29778256	29782973	+	4718	0	0	0	0	0	0	0	0	0	0	0	0
TMEM266	chr15	76059985	76204963	+	144979	1139	2225	812	580	1242	1446	1060	995	1261	1704	1181	1373
TARS3	chr15	101653596	101724473	-	70878	938	1499	1307	963	1054	933	1225	1034	1263	1406	1467	1479
TMPRSS15	chr21	18269116	18403785	-	134670	0	1	0	0	0	2	2	3	1	0	3	0
BLID	chr11	122115341	122116215	-	875	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	chr16	2275881	2340728	-	64848	2068	4579	2440	1702	1770	2167	2690	2220	3390	2349	2607	3275
ACTB	chr7	5527148	5530601	-	3454	5662	16665	5749	5147	3981	3263	6979	7616	20062	7260	7336	11557
CELA3A	chr1	22001657	22012542	+	10886	0	0	0	0	0	1	0	0	0	1	0	0
TMOD3	chr15	51829653	51915724	+	86072	698	763	480	605	350	374	709	429	816	664	557	813
IFNL1	chr19	39296407	39298673	+	2267	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL1	chrX	112630648	112679938	-	49291	42	63	16	59	35	21	42	27	76	37	42	49
PDZD2	chr5	31639131	32110932	+	471802	12848	18467	9595	6637	7145	7359	10346	9526	6743	9872	11126	11938
NRDE2	chr14	90267860	90331941	-	64082	659	1185	659	591	592	575	744	662	875	820	761	833
VPS37C	chr11	61130257	61161426	-	31170	348	542	331	320	306	360	406	312	418	378	387	485
ARL3	chr10	102673731	102714397	-	40667	624	895	411	494	441	592	639	485	833	650	640	689
CHIC2	chr4	54009791	54064605	-	54815	541	684	609	594	284	308	541	367	617	623	472	714
SMURF2	chr17	64542282	64662307	-	120026	1053	1077	786	1021	575	548	1011	620	969	885	1010	1093
ACBD3	chr1	226144679	226186741	-	42063	424	563	322	359	293	315	498	394	655	428	435	482
SPZ1	chr5	80320002	80321841	+	1840	0	0	0	0	0	0	0	0	0	0	0	0
HCAR1	chr12	122726076	122730844	-	4769	4	5	4	1	6	5	8	4	19	2	4	7
KISS1R	chr19	917333	921005	+	3673	0	0	1	2	1	2	0	2	1	1	2	3
NPHP3	chr3	132680609	132722409	-	41801	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	chr4	99276369	99290985	-	14617	0	0	0	0	0	0	0	0	0	0	0	0
SOX11	chr2	5692384	5701385	+	9002	40	59	42	50	46	31	59	28	57	44	61	59
SDC2	chr8	96493813	96611790	+	117978	625	610	537	987	242	375	620	331	572	381	447	884
MAML1	chr5;chr5_KV575244v1_fix	179732822;498402	179777282;542876	+;+	88936	67	77	37	56	48	42	74	52	52	75	54	53
GIP	chr17	48958554	48968596	-	10043	0	1	1	0	0	0	1	2	0	0	1	0
IL36A	chr2	113005459	113008044	+	2586	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R37	chr19	45093179	45147285	+	54107	1046	2134	1010	960	914	1289	1189	1190	1418	1400	1304	1575
H4C6	chr6	26240426	26240793	+	368	13	58	20	22	13	14	21	11	56	23	7	28
UGT1A9	chr2	233671898	233773300	+	101403	0	0	0	0	0	0	0	0	0	0	0	0
RFPL1	chr22	29438583	29442455	+	3873	1	8	3	1	0	4	2	4	4	3	1	7
TLX3	chr5	171309248	171312139	+	2892	0	0	0	0	0	0	0	0	0	0	0	0
OR7A17	chr19	14880426	14881355	-	930	0	0	0	0	0	0	0	0	0	0	0	0
MED9	chr17	17477000	17493221	+	16222	410	593	345	368	287	322	416	283	414	393	406	421
SGTB	chr5	65665928	65722109	-	56182	570	1060	691	475	518	586	533	596	1558	816	651	789
GPR27	chr3	71753855	71756496	+	2642	123	215	131	139	131	136	146	148	173	181	195	207
WDR5B	chr3	122411846	122416062	-	4217	27	31	20	36	18	15	29	13	42	23	21	39
PRPF6	chr20	63981132	64033100	+	51969	785	2456	783	754	870	765	1077	1067	1869	1065	1332	1595
DHTKD1	chr10	12068954	12123221	+	54268	626	850	369	551	530	375	650	584	552	576	712	642
TIMM44	chr19	7926718	7943666	-	16949	275	572	368	280	266	273	386	321	414	344	419	508
TACO1	chr17	63600895	63608365	+	7471	68	150	73	67	39	46	74	87	180	88	68	108
SEC23IP	chr10;chr10	119892730;119892730	119944656;119944656	+;+	51927	439	680	354	315	332	278	452	400	724	501	592	500
SUPT16H	chr14	21351476	21384019	-	32544	782	1372	661	479	695	577	912	582	1660	767	778	903
ANXA10	chr4	168092537	168187736	+	95200	0	0	0	0	0	4	0	1	1	0	0	1
TENT5A	chr6	81745730	81752681	-	6952	69	48	28	55	30	16	61	11	69	31	32	74
PHIP	chr6	78934419	79078254	-	143836	2322	2660	2254	2453	1772	1482	2775	1405	3595	2734	2387	2827
BNIP3	chr10	131967683	131982013	-	14331	654	900	562	594	602	449	591	482	1218	672	538	748
S100G	chrX	16650158	16654670	+	4513	0	0	0	0	0	0	1	0	0	0	0	0
CH25H	chr10	89205629	89207317	-	1689	8	16	5	11	5	1	18	5	16	22	7	198
UNC93B1	chr11	67991100	68004097	-	12998	90	91	64	125	52	61	108	63	101	66	98	127
F2RL3	chr19	16888999	16892606	+	3608	0	0	8	3	1	4	1	3	1	0	10	0
B2M	chr15;chr15_KI270849v1_alt	44711517;34866	44718877;42225	+;+	14721	113	87	65	105	21	22	187	16	203	108	82	107
ATP6V0E1	chr5	172983771	173035445	+	51675	416	600	508	492	280	318	450	378	434	430	401	615
ATOX1	chr5	151742822	151758631	-	15810	195	296	140	146	123	109	185	153	265	166	205	183
PPIL4	chr6	149504495	149546043	-	41549	460	651	567	513	328	373	516	348	785	654	511	601
KRTAP13-2	chr21	30371390	30372271	-	882	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	chr21	30746794	30747259	-	466	0	0	0	0	0	0	0	0	0	0	0	0
GSTA5	chr6	52831743	52846095	-	14353	0	0	0	0	0	0	0	0	0	0	0	0
UBR4	chr1	19074511	19210266	-	135756	4590	8289	4301	3638	3457	3116	5436	4000	7139	4982	6187	6255
DPPA2	chr3	109293788	109316517	-	22730	0	0	0	0	0	2	0	5	0	1	3	3
DYNLT3	chrX	37838836	37847571	-	8736	103	111	92	85	58	63	103	55	429	125	97	130
ZNF660	chr3;chr3_KN196475v1_fix	44584964;110318	44599693;125047	+;+	29460	0	0	0	0	0	0	0	0	0	0	0	0
FSIP2	chr2	185738804	185833290	+	94487	35	39	24	13	50	25	59	37	47	24	27	26
SLC9A9	chr3	143265222	143848468	-	583247	2475	2791	2143	3464	1418	1588	2318	1379	2720	3192	2313	3969
MMP26	chr11	4988191	4992429	+	4239	1	0	0	0	0	0	1	0	0	0	0	0
SPANXD	chrX	141697411	141698739	-	1329	0	0	0	0	0	0	0	0	0	0	0	0
EEF1AKMT4-ECE2	chr3	184249672	184293031	+	43360	18	43	20	11	32	24	18	47	22	27	25	36
KRTAP9-2	chr17;chr17_JH159148v1_alt;chr17_JH159147v1_alt	41226648;68109;46198	41227652;69113;64294	+;-;-	20107	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H7B	chr22	41301525	41360147	+	58623	3866	5951	2714	2388	3217	3172	3639	3038	4133	3768	3585	3943
ESPL1	chr12	53268299	53293637	+	25339	2	5	4	4	4	2	4	5	2	0	2	11
UBE2Q1	chr1	154548577	154558662	-	10086	297	626	314	283	175	197	294	242	612	351	258	433
BRF2	chr8	37843268	37849861	-	6594	86	167	78	70	60	66	88	90	193	68	93	86
OR52N1	chr11	5787854	5788816	-	963	0	0	4	4	0	0	1	0	1	1	0	0
ANKRD34B	chr5	80556755	80570280	-	13526	7	24	5	6	6	10	5	11	15	15	7	20
OR56A3	chr11	5947347	5948294	+	948	0	0	0	0	0	0	0	0	0	0	0	0
REN	chr1	204154819	204166337	-	11519	0	2	0	0	0	0	0	0	2	0	0	0
CCL13	chr17	34356480	34358610	+	2131	0	0	0	0	0	0	0	1	0	0	0	0
NOG	chr17	56593699	56595611	+	1913	11	30	15	23	12	14	25	19	16	14	8	16
ERV3-1-ZNF117	chr7	64971776	65006746	-	34971	0	2	0	0	1	0	0	0	2	1	0	1
PKNOX2	chr11	125164751	125433389	+	268639	6139	10851	4534	4068	5342	7527	6038	4507	5256	8259	5568	6733
KCNK12	chr2	47509290	47570985	-	61696	1061	1992	1532	974	1036	1814	1113	964	1315	1436	949	1416
NXF2	chrX;chrX	102247100;102360395	102326720;102440008	+;-	159235	0	0	0	0	0	0	0	0	0	0	0	0
FBF1	chr17	75909574	75938232	-	28659	438	833	326	280	289	315	504	437	363	400	598	570
DNAJC25-GNG10	chr9	111631334	111670226	+	38893	11	11	7	4	5	4	3	4	4	5	7	2
SPCS2	chr11	74949266	74979033	+	29768	345	403	306	280	160	191	317	179	464	351	357	328
MLLT6	chr17;chr17_KI270857v1_alt	38705273;2740592	38729780;2765099	+;+	49016	0	0	0	0	1	0	0	0	3	1	1	2
C9orf147	chr9	112451798	112487644	-	35847	105	115	66	72	42	74	75	62	69	80	91	96
TRPV2	chr17	16415571	16437003	+	21433	66	104	72	65	73	96	92	68	143	147	61	168
HEBP1	chr12	12974870	13000265	-	25396	109	197	139	129	69	100	146	86	161	136	115	144
FITM2	chr20	44302840	44311202	-	8363	166	316	189	166	129	150	193	146	310	201	157	224
CCDC96	chr4	7040850	7043001	-	2152	0	0	0	0	0	0	0	0	0	0	0	0
GJD4	chr10	35605341	35608935	+	3595	2	5	1	2	2	2	1	2	3	4	3	1
ZCCHC24	chr10	79382327	79445624	-	63298	4433	2973	3190	4380	3128	2870	4830	2337	2427	3882	3992	4568
TAPT1	chr4	16160505	16226471	-	65967	700	717	806	816	322	409	662	335	789	680	590	787
ZNF791	chr19	12610920	12633821	+	22902	348	569	369	293	301	264	371	423	650	386	405	500
LRRC10	chr12	69608565	69610907	-	2343	0	0	0	0	0	0	0	0	0	0	0	0
PARD6G	chr18	80157234	80247514	-	90281	415	749	290	389	273	426	488	265	276	478	376	551
CCDC54	chr3	107377439	107378635	+	1197	3	0	6	3	7	6	7	1	1	1	3	2
CARD6	chr5	40841367	40855354	+	13988	43	36	30	44	16	10	50	14	29	36	27	45
OR4E1	chr14	21669912	21671017	-	1106	0	0	0	0	0	0	0	0	0	0	0	0
CFAP77	chr9;chr9	132410211;132410211	132573319;132573319	+;+	163109	5	10	1	6	2	3	2	10	1	8	5	7
HSD17B11	chr4	87336516	87391188	-	54673	292	389	259	219	173	177	294	234	409	327	284	382
CYB5R1	chr1	202961873	202967257	-	5385	133	229	68	115	79	55	147	116	238	106	174	132
S100B	chr21	46598604	46605082	-	6479	990	942	194	687	436	300	797	516	1065	578	1159	824
CD80	chr3	119524293	119559614	-	35322	6	1	1	4	0	4	2	4	7	7	4	11
ADAM30	chr1	119893533	119896515	-	2983	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD8	chr9;chr9	137434364;137434364	137441357;137441357	-;-	6994	0	1	0	1	1	0	0	1	0	0	1	0
SDHAF2	chr11	61430125	61446767	+	16643	352	447	268	372	244	283	296	276	418	330	347	372
CNTNAP1	chr17	42682531	42699993	+	17463	1851	4665	1783	836	1459	1956	1920	1891	4112	2338	2233	2827
PEX3	chr6	143450805	143490614	+	39810	384	590	448	288	218	219	439	279	750	468	480	484
PINK1	chr1	20633458	20651511	+	18054	1806	3969	2043	1841	1499	1460	2668	2183	3991	1683	1958	2836
PDSS2	chr6	107152563	107459564	-	307002	1095	1356	1036	1016	687	863	1046	797	1138	1279	825	1478
NAT14	chr19	55485188	55487566	+	2379	137	427	149	139	167	144	155	226	314	196	144	268
PNPLA2	chr11	818914	825571	+	6658	367	641	388	394	315	313	492	383	398	466	403	725
XK	chrX	37685791	37732130	+	46340	166	281	107	88	92	112	124	128	329	209	160	153
CLDN9	chr16	3012923	3014505	+	1583	29	85	36	44	30	61	30	18	29	68	22	52
B3GALT1	chr2	167818672	167870856	+	52185	600	926	375	414	745	399	614	511	709	623	714	724
NMT1	chr17	45061317	45109014	+	47698	1427	2620	1270	1504	1258	1248	1476	1234	2286	1673	1695	2246
